"건물에너지 분석 조사표 by 최승혁, 김용진",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
table_name,구분,층수,연면적(㎡),준공년도,계산에 사용,,,,,,,,,,,,,,,,
일반현황 , 대학본관 ,6,"16,058.05",1971,,,,,,,,,,,,,,,,,
일반현황 ,대학본관1호관(교직원식당) ,1,"1,008.00",1992,,,,,,,,,,,,,,,,,
일반현황 , 2남관 ,5,"9,181.95",1964,,,,,,,,,,,,,,,,,
일반현황 , 2남관 (구조실험동) ,1,360,1989,,,,,,,,,,,,,,,,,
일반현황 , 2동관_2남관,4,"3,630.79",1962,,,,,,,,,,,,,,,,,
일반현황 , 2북관 ,6,"15,830.17",1979,,,,,,,,,,,,,,,,,
일반현황 ,공과대학4호관(구관)-2남관,4,"4,431.61",1975,,,,,,,,,,,,,,,,,
일반현황 ,공과대학4호관(신관)-2남관,4,"2,548.56",1991,,,,,,,,,,,,,,,,,
일반현황 , 5남관 (문과대학) ,5,"7,778.85",1976,,,,,,,,,,,,,,,,,
일반현황 , 5남관 (강의연구동) ,5,"3,538.98",1997,,,,,,,,,,,,,,,,,
일반현황 , 5남관 (외국어교육원)  ,5,"7,041.70",1979,,,,,,,,,,,,,,,,,
일반현황 , 5동관 ,5,"17,340.20",1981,,,,,,,,,,,,,,,,,
일반현황 , 5북서관_5남관,5,"20,186.11",1983,,,,,,,,,,,,,,,,,
일반현황 , 6호관_9호관,6,"12,268.57",1982,,,,,,,,,,,,,,,,,
일반현황 , 9호관 ,6,"7,900.67",1981,,,,,,,,,,,,,,,,,
일반현황 , 학생회관(7호관) ,6,"15,764.76",1975,,,,,,,,,,,,,,,,,
일반현황 ,하이테크센타(8호관)  ,15,"21,750.93",2003,,,,,,,,,,,,,,,,,
일반현황 , 서호관 ,4,"10,312.00",1999,,,,,,,,,,,,,,,,,
일반현황 , 정석학술정보관 ,6,"24,781.95",2003,,,,,,,,,,,,,,,,,
일반현황 ,휴게실(스카이라운지)_5동관,3,493.73,2005,,,,,,,,,,,,,,,,,
일반현황 , 로스쿨관 ,5,"7,660.85",2002,,,,,,,,,,,,,,,,,
일반현황 , 평생교육관 ,3,"3,391.37",1998,,,,,,,,,,,,,,,,,
일반현황 , 책사랑쉼터-9호관,1,307.5,1998,,,,,,,,,,,,,,,,,
일반현황 , 체육관(구)_9호관,1,"1,282.84",1972,,,,,,,,,,,,,,,,,
일반현황 , 공대실험실_2북관,1,954,1998,,,,,,,,,,,,,,,,,
일반현황 , 풍동실험실_5동관,2,513.92,1972,,,,,,,,,,,,,,,,,
일반현황 , 주변전실,1,348.5,1977,,,,,,,,,,,,,,,,,
일반현황 , 나빌레관_서호관,3,"2,179.17",1998,,,,,,,,,,,,,,,,,
일반현황 , 학생실습관_나빌레관,2,314.13,2001,,,,,,,,,,,,,,,,,
일반현황 , 운전원대기실_나빌레관,1,132,1986,,,,,,,,,,,,,,,,,
일반현황 , 학군단-로스쿨,3,"1,333.72",1978,,,,,,,,,,,,,,,,,
일반현황 ,인하드림센터3관(벤처창업관구관) ,3,"1,017.36",1993,,,,,,,,,,,,,,,,,
일반현황 ,인하드림센터2관(벤처창업관신관)_3관 ,3,861.54,2000,,,,,,,,,,,,,,,,,
일반현황 ,김현태 인하드림센터1관(창업보육센터) ,6,"4,003.05",2013,,,,,,,,,,,,,,,,,
일반현황 , 60주년기념관 ,15,"25,833.57",2015,,,,,,,,,,,,,,,,,
,,,"252,341.10",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
table_name,구분,SH-4,H-1,H-2,H-3,H-4,H-6,H-7,HO-1,HO-2,HO-3,HN-1 (상),HN-1 (하),HN-2 (상),HN-2 (하),HN-3 (상),,,,,
변압기별 전력사용량,건물명, 정석학술정보관 ,본관,5호남관,김현태 인하드림센터,"9호관,평생교육원",60주년,서호관,하이테크센터,로스쿨관,학생회관,"2호남관, 4호관",5호북관,"2호북관,2북신관",인하드림센터 3관,5호동관,,,,,
변압기별 전력사용량,연면적,"24,781.95","17,066.05","38,642.66","4,003.05",25150.95,25833.57,"12,937.30",21750.93,"8,994.57","15,764.76","20,152.91",,"16,784.17","1,878.90","18,347.85","252,089.62",,,,
변압기별 전력사용량,전력,통계에서,통계에서,통계에서,통계에서,통계에서,통계에서,통계에서,통계에서,통계에서,통계에서,통계에서,통계에서,통계에서,통계에서,통계에서,,,,,
변압기별 전력사용량,단위면적당 전력량,통계에서,통계에서,통계에서,통계에서,통계에서,통계에서,통계에서,통계에서,통계에서,통계에서,통계에서,통계에서,통계에서,통계에서,통계에서,,주변전실 - 348.5,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
table_name,구 분,소비량(toe),소비량(MJ),소비량(kcal),단위변환,,,순발열량,,,,,,,,기준표,,,,,
연간 에너지 총 소비량,2019년,"6,841","286,418,988","68,410,000,000","1toe=41,868MJ",,,"""순발열량""이라 함은 연료의 연소과정에서 발생하는 수증기의 잠열을 제외한 발열량을 말한다.",,,,,,,,J,cal,Btu,kW hr,hp hr,ft-lb(wt)
연간 에너지 총 소비량,2020년,"5,919","247,816,692","59,190,000,000",1toe=10000000kcal,,,"""석유환산계수""라 함은 에너지원별 열량을 석유환산량(TOE)로 환산하기 위한 계수임,",,,,,,,,1,0.2388853,0.000947974,2.77824E-07,3.72568E-07,0.7376839
연간 에너지 총 소비량,2021년,"6,090","254,976,120","60,900,000,000",,,,TOE(Ton of Oil Equivalent)는 원유1톤에 해당하는 열량으로 약 10^7kcal를 말함.,,,,,,,,4.186109,1,0.003968321,0.000001163,1.55961E-06,3.088025
연간 에너지 총 소비량,2022년,"6,562","274,737,816","65,620,000,000",,,,"즉 발열량을 1kg = 10,000kcal로 환산한 값을 말한다.",,,,0,,,,1054.882,251.9958,1,0.000293071,0.000393015,778.1693
연간 에너지 총 소비량,2023년,"7,269","304,338,492","72,690,000,000",,,,,,,,,,,,3599406,859845.2,3412.142,1,1.341022,2655224
,,,,,,,,에너지원별 실측결과는 50kcal에서 반올림한다.,,,,,,,,2684077,641186.5,2544.33,0.7456998,1,1980000
table_name,year,month,전력(kWh),전기_비용,가스(m^3),가스_비용,,석탄의 발열량은 인수(引受)식 기준을 적용하여 측정한다.,,,,,,,,1.355594,0.3238315,0.001285067,3.76616E-07,5.05051E-07,1
연간 월별 에너지 총 소비량,2023,1,"2,610,198","379,311,820","132,075 m3","211,575,870",,1cal = 4.1868J로 한다.,,,,,,,,,,,,,
연간 월별 에너지 총 소비량,2023,2,"2,173,731","331,556,350","136,358","217,190,654",,MJ = 106J로 한다.,,,,,,,,,,,,,
연간 월별 에너지 총 소비량,2023,3,"2,104,639","266,966,690","110,220","166,796,920",,"N㎥은 0℃,1기압 상태의 체적을 말한다.",,,,,,,,,,,,,
연간 월별 에너지 총 소비량,2023,4,"1,716,496","225,084,230","73,785","104,965,070",,,,,,,,,,,,,,,
연간 월별 에너지 총 소비량,2023,5,"1,939,252","258,386,950","14,445","14,600,940",,,,,,,,,,,,,,,
연간 월별 에너지 총 소비량,2023,6,"2,150,871","363,504,080","26,182","21,697,190",,,,,,,,,,,,,,,
연간 월별 에너지 총 소비량,2023,7,"2,441,063","408,203,750","59,316","43,543,820",,,,,,,,,,,,,,,
연간 월별 에너지 총 소비량,2023,8,"2,628,177","437,936,500","80,535","59,242,720",,,,,,,,,,,,,,,
연간 월별 에너지 총 소비량,2023,9,"2,371,359","317,945,300","91,438","63,822,190",,,,,,,,,,,,,,,
연간 월별 에너지 총 소비량,2023,10,"1,897,610","261,283,180","79,961","56,707,100",,,,,,,,,,,,,,,
연간 월별 에너지 총 소비량,2023,11,"2,216,449","359,911,180","36,262","36,455,200",,,,,,,,,,,,,,,
연간 월별 에너지 총 소비량,2023,12,"2,579,713","403,853,260","55,588","55,225,310",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
table_name,year,전력(kWh),전기_비용,가스(m^3),가스_비용,유류(Ton),지역난방,,,,,,,,,,,,,,
에너지원별 소비현황 및 총 비용,2023,"26,829,558","4,013,613,290","896,166","872,142,900",27,NULL,,,,,,,,,,,,,,
에너지원별 소비현황 및 총 비용,2022,"24,722,000","2,927,885,510","861,392","1,008,327,054",28,NULL,,,,,,,,,,,,,,
에너지원별 소비현황 및 총 비용,2021,"22,305,000","2,430,682,070","861,392","684,955,020",28,NULL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
table_name,빈압기용량(kVA),댓수,전압(1차/2차),용도,,,,,,,,,,,,,,,,,
변압기현황,1500,3,22900/3300,"본관,5남관,김현태인하드림센터,9호관 등 전력 공급 ",,,,,,,,,,,,,,,,,
변압기현황,2500,1,22900/3300,"하이테크관,로스쿨관,학생회관 전력공급",,,,,,,,,,,,,,,,,
변압기현황,3000,1,22900/3300,"2남관(4호관),5북관,2북관,인하드림3관,5동관 전력공급",,,,,,,,,,,,,,,,,
변압기현황,750,1,22900/380-220,정석학술정보관 전등/전열(일반) 전력공급,,,,,,,,,,,,,,,,,
변압기현황,500.00,1,22900/380-220,정석학술정보관 동력(비상) 전력공급,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
table_name,구분,용량(USRT),count,가동시간(시간/년),설치년도,비고,,,,,,,,,,,,,,,
냉동기,증기식 냉동기,280,3,1800,2003,,,,,,,,,,,,,,,,
냉동기,흡수식 냉온수기,320,2,1800,2003,2023년에 1대 교체,,,,,,,,,,,,,,,
냉동기,흡수식 냉온수기,140,1,18000,1998,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
table_name,호관,형광등,할로겐등,가로등,LED,기타등기구,,,,,,,,,,,,,,,
조명현황,본관,"1,589",,9,164,,,,,,,,,,,,,,,,
조명현황,2호관,"3,811",,16,253,,,,,,,,,,,,,,,,
조명현황,3호관,421,,,,,,,,,,,,,,,,,,,
조명현황,4호관,860,,2,16,,,,,,,,,,,,,,,,
조명현황,5호관,"6,223",,10,668,,,,,,,,,,,,,,,,
조명현황,6호관,"1,531",,3,82,,,,,,,,,,,,,,,,
조명현황,9호관,"1,183",3,4,78,,,,,,,,,,,,,,,,
조명현황,학생회관,"1,413",,3,39,255,,,,,,,,,,,,,,,
조명현황,하이테크관,"3,264",845,13,333,,,,,,,,,,,,,,,,
조명현황,정석학술정보관,"8,935",,23,"1,704",,,,,,,,,,,,,,,,
조명현황,벤처창업관,259,1,5,,,,,,,,,,,,,,,,,
조명현황,직업훈련센터,386,,7,,,,,,,,,,,,,,,,,
조명현황,서호관,936,,13,132,26,,,,,,,,,,,,,,,
조명현황,로스쿨,"1,517",,8,135,,,,,,,,,,,,,,,,
조명현황,학군단,233,,4,,,,,,,,,,,,,,,,,
조명현황,기타,155,43,73,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
table_name,형식(명칭),"용량(ton/h,kcal/h)",count,가동시간(시간/년),설치년도,사용연료,,,,,,,,,,,,,,,
보일러현황,수관보일러,4,2,840,1983,도시가스,,,,,,,,,,,,,,,
보일러현황,수관보일러,5,1,100,1993,도시가스,,,,,,,,,,,,,,,
보일러현황,수관보일러,6,2,840,1994,도시가스,,,,,,,,,,,,,,,
보일러현황,노통연관보일러,3.5,2,2000,2016,도시가스,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
table_name,장비번호,수량,용도,형식,설치위치,급기_형식,급기_풍량,급기_정압,급기_전동기,급기_형식,환기_풍량,환기_정압,환기_전동기,,,,,,,,
공조기,AHU-1,1,지하 2층 문서고용,환기팬 내장형,지하 2층 기계실,AIR FOIL (DS),22000,108,15,AIR FOIL (DS),18910,33,5,,,,,,,,
공조기,AHU-2,1,지하 1층 좌측용,환기팬 내장형,지하1층좌측 공조실,AIR FOIL (DS),22000,108,15,AIR FOIL (DS),18910,35,5,,,,,,,,
공조기,AHU-3,1,지하 1층,환기팬 내장형,지하1층우측 공조실,AIR FOIL (DS),32000,116,15,AIR FOIL (DS),23500,35,5,,,,,,,,
공조기,AHU-4,1,1층 좌측용,환기팬 내장형,1층좌측 공조실,AIR FOIL (DS),38400,116,15,AIR FOIL (DS),27900,35,7.5,,,,,,,,
공조기,AHU-5,1,1층 우측용,환기팬 내장형,1층우측 공조실,AIR FOIL (DS),38400,116,15,AIR FOIL (DS),27900,35,7.5,,,,,,,,
공조기,AHU-6,1,2측 좌측용,환기팬 내장형,2층좌측 공조실,AIR FOIL (DS),23000,112,15,AIR FOIL (DS),21700,30,5,,,,,,,,
공조기,AHU-7,1,2층 우측용,환기팬 내장형,2층우측 공조실,AIR FOIL (DS),23800,112,15,AIR FOIL (DS),21700,30,5,,,,,,,,
공조기,AHU-8,1,3층 좌측용,환기팬 내장형,3층좌측 공조실,AIR FOIL (DS),23800,112,15,AIR FOIL (DS),21700,30,5,,,,,,,,
공조기,AHU-9,1,3층 우측용,환기팬 내장형,3층우측 공조실,AIR FOIL (DS),24300,110,20,AIR FOIL (DS),22000,36,5,,,,,,,,
공조기,AHU-10,1,4층 좌측용,환기팬 내장형,4층좌측 공조실,AIR FOIL (DS),24500,110,20,AIR FOIL (DS),22000,36,5,,,,,,,,
공조기,AHU-11,1,4층 우측용,환기팬 내장형,4층 우측 공조실,AIR FOIL (DS),24300,110,20,AIR FOIL (DS),22000,36,5,,,,,,,,
공조기,AHU-12,1,5층 좌측용,환기팬 내장형,5층좌측 공조실,AIR FOIL (DS),30600,113,20,AIR FOIL (DS),29500,30,7.5,,,,,,,,
공조기,AHU-13,1,5층 우측용,환기팬 내장형,5층우측 공조실,AIR FOIL (DS),30600,113,20,AIR FOIL (DS),29500,30,7.5,,,,,,,,
공조기,AHU-14,1,6층 좌측용,환기팬 외장형,6층좌측 공조실,AIR FOIL (DS),24300,110,20,AIR FOIL (DS),22000,36,5,,,,,,,,
공조기,AHU-15,1,6측 우측용,환기팬 내장형,6층우측 공조실,AIR FOIL (DS),24300,110,20,AIR FOIL (DS),22000,36,5,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
table_name,설비명,용량 (kcal/h),댓수,SUPPLY_CMM,SUPPLY_kw,RETURN_CMM,RETURN_kw,,,,,,,,,,,,,,
공조기,3~10층,106/118,120,15000,11,,,,,,,,,,,,,,,,
공조기,1~2층,103/154,2,18500,,7.5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
설치위치,제조회사,수량,용도,형식,유량(LPM),압력(m),전동기(kw),최고압(kg/cm2),,,,,,,,,,,,,
"정석학술, 정보관, 지하2층, 기계실",WILO,4,냉각수 순환용,IN-LINE,4667,30,37,10,,,,,,,,,,,,,
"정석학술, 정보관, 지하2층, 기계실",WILO,4,1차 냉수순환,IN-LINE,2820,10,11,10,,,,,,,,,,,,,
"정석학술, 정보관, 지하2층, 기계실",WILO,2,2차 냉수순환,IN-LINE,8460,20,45,10,,,,,,,,,,,,,
"정석학술, 정보관, 지하2층, 기계실",WILO,2,온수 순환펌프,IN-LINE,3687,20,22,10,,,,,,,,,,,,,
"정석학술, 정보관, 지하2층, 기계실",WILO,3,보일러 보급수펌프,압력다단,60,115,3,10,,,,,,,,,,,,,
"정석학술, 정보관, 지하2층, 기계실",WILO,1,급수 펌프,부스터,492,74,12,10,,,,,,,,,,,,,
"정석학술, 정보관, 지하2층, 기계실",WILO,2,급탕 순환 펌프,IN-LINE,22,5,0.3,10,,,,,,,,,,,,,
하이테크관 기계실,WILO,3,냉각수 순환용,단단보류트,5547,35,55,NULL,,,,,,,,,,,,,
하이테크관 기계실,WILO,3,냉온수 순환용,단단보류트,3225,32,37,NULL,,,,,,,,,,,,,
하이테크관 기계실,WILO,2,온수 순환펌프,단단보류트,250,27,3.7,NULL,,,,,,,,,,,,,
하이테크관 기계실,WILO,2,온수 순환펌프,단단보류트,167,27,3.7,NULL,,,,,,,,,,,,,
하이테크관 기계실,WILO,1,급수펌프(저층),부스터,"1,524",55,30,NULL,,,,,,,,,,,,,
하이테크관 기계실,WILO,1,급수펌프(고층),부스터,336,82,11.1,NULL,,,,,,,,,,,,,
하이테크관 기계실,WILO,2,급물펌프(저층),IN-LINE,50,6,0.4,NULL,,,,,,,,,,,,,
하이테크관 기계실,WILO,2,급물펌프(고층),IN-LINE,33,6,0.4,NULL,,,,,,,,,,,,,
하이테크관 기계실,WILO,2,대류펌프(저층),IN-LINE,25,14,0.8,NULL,,,,,,,,,,,,,
하이테크관 기계실,WILO,2,대류펌프(고층),IN-LINE,17,16,0.8,NULL,,,,,,,,,,,,,
60주년 기념관 기계실,윌로,3,저층부 급수펌프,부스터,1029,50,16.5,10,,,,,,,,,,,,,
61주년 기념관 기계실,윌로,3,고층부 급수펌프,부스터,870,90,22.5,10,,,,,,,,,,,,,
5서관 기계실(5남용),윌로,3,급수펌프,부스터,NULL,16bar,11.1,10,,,,,,,,,,,,,
5서관 기계실,하이젠,2,급수펌프,다단 터빈 펌프,450,48,7.5,10,,,,,,,,,,,,,
5서관 기계실,윌로,4,급수펌프,부스터,350,45,5.5,10,,,,,,,,,,,,,
5동관 기계실(5동관 남쪽),윌로,4,급수펌프,부스터,180,67.1,7.5,10,,,,,,,,,,,,,
5동관 기계실(5동관 북쪽),윌로,2,급수펌프,다단 터빈 펌프,450,48,7.5,10,,,,,,,,,,,,,
본관기계실,윌로,3,급수펌프(동측),부스터,200,60,3.7,10,,,,,,,,,,,,,
본관기계실,윌로,3,급수펌프(서측),부스터,200,60,3.7,1,,,,,,,,,,,,,
2북관 기계실,그런포스,3,급수펌프,부스터,641.66,47.9,3.7,10,,,,,,,,,,,,,
학생회관 기계실,그런포스,3,급수펌프,부스터,1023,64.5,5.5,NULL,,,,,,,,,,,,,
6호관 기계실,윌로,3,급수펌프,부스터,0.6,0.2*3,30,10,,,,,,,,,,,,,
서호관 기계실,LG산전(주),3,급수,부스터,NULL,NULL,7.5,NULL,,,,,,,,,,,,,